ClubID,OfficialClubName,OfficialAddress,ZipCode,CountyName,CountyMatchMethod,BaseMonthlyDues,BasicMonthlyDues,BasicInitiationFee,BasicAnnualFee,BasicEffectiveMonthlyCost,MonthlyDuesOptions,InitiationFeeOptions,AnnualFeeOptions,Plans,Status,SourceURL,RetrievedAtUTC,Error
919,Tampa-S Dale Mabry Hwy (Signature),"301 S Dale Mabry Hwy, Tampa, FL 33609",33609,Hillsborough County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=jzEFfnrSUa7Qxf5M%2fmw1bA%3d%3d,2026-09-01T01:55:20.031707+00:00,
941,Tampa - Gunn Hwy.,"5735 Gunn Highway, Tampa, FL 33625",33625,Hillsborough County,ZIP-only match,29.99,79.0,199.0,69.0,101.33333333333333,"[79.0, 29.99, 0.0]","[199.0, 99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment"", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=QqsNm4%2fdDGdvPUBeHR5y0g%3d%3d,2026-09-01T01:55:20.031707+00:00,
962,Tampa @ West Hillsborough Ave,"11252 West Hillsborough Ave., Tampa, FL 33635",11252,Hillsborough County,ZIP-only match,29.99,79.0,199.0,69.0,101.33333333333333,"[79.0, 29.99, 39.99]","[199.0, 99.0, 0.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=utu21akakYFBQdE5N0BlwQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
1161,Tampa - Cypress Preserve Dr,"5225 Cypress Preserve Drive, Tampa, FL 33647",33647,Hillsborough County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=U1NY4bk99PZEj0EVOp%2bjHQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
907,University Park - Cooper Creek,"8502 Cooper Creek Blvd, University Park, FL 34201",34201,Manatee County,Google location address match,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=qd4%2fMwl%2f8eB4gju04U3Srw%3d%3d,2026-09-01T01:55:20.031707+00:00,
634,Valrico @ State Road 60 E,"1930 State Road 60 E, Valrico, FL 33594",33594,Hillsborough County,city/address override,29.99,29.99,99.0,69.0,43.99,"[29.99, 39.99, 0.0]","[99.0, 0.0]","[69.0, 0.0]","[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": """", ""monthly_dues"": 0.0, ""initiation_fee"": 0.0, ""annual_fee"": 0.0, ""effective_monthly_cost"": 0.0}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=wjH89WGytWee5Q%2bQOJZN7A%3d%3d,2026-09-01T01:55:20.031707+00:00,
54,Pembroke Pines West/Flamingo,"1900 N. Flamingo Road, W. Pembroke, FL 33028",33028,Broward County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=OugTU%2bS7ChMZ2jpRCMjpzA%3d%3d,2026-09-01T01:55:20.031707+00:00,
196,Wellington,"10180 Forest Hill Blvd., Wellington, FL 33414",10180,Palm Beach County,Google location address match,,,,,,[],[],[],[],No rate found,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=CiI364LYZ%2bJvR2K2z%2fRGfQ%3d%3d,2026-09-01T01:55:20.031707+00:00,
1111,Melbourne - Hollywood Blvd,"4454 Hollywood Blvd, West Melbourne, FL 32904",32904,Brevard County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=sT2UQkzjhd0xl463mW3gAw%3d%3d,2026-09-01T01:55:20.031707+00:00,
192,W Palm Beach / N Military Trail,"1925 N. Military Trail, West Palm Beach, FL 33409",33409,Palm Beach County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=RtWv%2b0fiQjqiiA9jEQ5wdw%3d%3d,2026-09-01T01:55:20.031707+00:00,
696,Windermere (Signature),"4768 The Grove Drive, Windermere, FL 34786",34786,Orange County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=QK3x%2fT2%2fKVQvmmqB9RawFw%3d%3d,2026-09-01T01:55:20.031707+00:00,
963,Winter Garden,"3029 Daniels Rd., Winter Garden, FL 34787",34787,Orange County,Google location address match,29.99,29.99,0.0,69.0,35.74,"[29.99, 39.99]","[0.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""Nationwide Access"", ""monthly_dues"": 39.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 45.74}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=4oL4dZzD31aQQ14ikiK9OA%3d%3d,2026-09-01T01:55:20.031707+00:00,
965,Winter Park @ Orlando / Webster,"501 North Orlando Ave., Unit #219, Winter Park, FL 32789",32789,Orange County,ZIP-only match,29.99,29.99,0.0,69.0,35.74,"[29.99, 79.0]","[0.0, 199.0, 99.0]",[69.0],"[{""plan_id"": ""Standard"", ""plan"": ""Basic"", ""access"": ""Club of Enrollment"", ""monthly_dues"": 29.99, ""initiation_fee"": 0.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 35.74}, {""plan_id"": ""Classic"", ""plan"": ""Classic"", ""access"": ""Multi Club; State of Enrollment"", ""monthly_dues"": 79.0, ""initiation_fee"": 199.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 101.33333333333333}, {""plan_id"": ""Premier"", ""plan"": ""Classic"", ""access"": ""State of Enrollment; Nationwide Access"", ""monthly_dues"": 29.99, ""initiation_fee"": 99.0, ""annual_fee"": 69.0, ""effective_monthly_cost"": 43.99}]",Observed,https://www.lafitness.com/Pages/MembershipSignUpRate.aspx?id=Q9M1GbJ4ZywxDxj4yf1F6Q%3d%3d,2026-09-01T01:55:20.031707+00:00,
